species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
LDB,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	: 	5000 	18000 	6000 	6643 	: 	8287.2 	5000 	: 	: 	: 	: 	: 	: 	: 
LDB,TOTAL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LDB,TOTAL,TOTAL,TPW,EU,MT	: c	: 	0.003 	0.001 	0.377 	0.7172 	: 	0.3 	0.35 	: 	: 	: 	: 	: 	: 	: 
LDB,TOTAL,TOTAL,TPW,MT,MT	0.656 	: 	0.003 	0.001 	0.377 	0.7172 	: 	0.3 	0.35 	: 	: 	: 	: 	: 	: 	: 
LDB,TOTAL,TOTAL,TPW,TOTAL,MT	: c	: 	0.003 	0.001 	0.377 	0.7172 	: 	0.3 	0.35 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,HCN,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,HCN,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE,HCN,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE,HCN,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE,TOTAL,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,HCN,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,FRE_WHL,TOTAL,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,HCN,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR,EU,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR,MT,MT	232.2904 	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR,TOTAL,MT	: c	569 	: 	21 	: 	: 	: 	: 	116.4 	35 	350 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR_T,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR_T,EU,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR_T,MT,MT	2903.63 	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	20321.429 	: 	3000 	: 	: 	: 	: 	5820 	3500 	3500 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,TPW,CY,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,TPW,EU,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,TPW,MT,MT	0.08 	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LEE,TOTAL,TOTAL,TPW,TOTAL,MT	: c	0.028 	: 	0.007 	: 	: 	: 	: 	0.02 	0.01 	0.1 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,FRE_WHL,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,HCN,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR,MT,MT	11763.0004 	36307.9999 	51641.5271 	54190.5027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	10 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR_T,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR_T,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR_T,MT,MT	8864.356 	7224.035 	7957.092 	7541.122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,EUR_T,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	1000 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,TPW,CY,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,TPW,EU,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,TPW,MT,MT	1.327 	5.026 	6.49 	7.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LIN,TOTAL,TOTAL,TPW,TOTAL,MT	: c	: c	: c	: c	: c	: c	: c	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR,EU,MT	18622.1391 	7041.0002 	: c	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR,MT,MT	18622.1391 	7041.0002 	4151.6887 	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR,TOTAL,MT	18622.1391 	7041.0002 	: c	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR_T,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR_T,EU,MT	5256.037 	7228.953 	: c	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR_T,MT,MT	5256.037 	7228.953 	10537.281 	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,HCN,EUR_T,TOTAL,MT	5256.037 	7228.953 	: c	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,HCN,TPW,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,HCN,TPW,EU,MT	3.543 	0.974 	: c	0.787 	3.163 	4.594 	9.89 	6.8 	4.62 	3.151 	4 	: 	: 	: 	: 	: 
LKT,FRE,HCN,TPW,MT,MT	3.543 	0.974 	0.394 	0.787 	3.163 	4.594 	9.89 	6.8 	4.62 	3.151 	4 	: 	: 	: 	: 	: 
LKT,FRE,HCN,TPW,TOTAL,MT	3.543 	0.974 	: c	0.787 	3.163 	4.594 	9.89 	6.8 	4.62 	3.151 	4 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR,EU,MT	18622.1391 	7041.0002 	: c	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR,MT,MT	18622.1391 	7041.0002 	4151.6887 	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR,TOTAL,MT	18622.1391 	7041.0002 	: c	4570.7732 	91727 	69525.596 	120963.8977 	104762.84 	55152.174 	38691.129 	45860 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR_T,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR_T,EU,MT	5256.037 	7228.953 	: c	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR_T,MT,MT	5256.037 	7228.953 	10537.281 	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,EUR_T,TOTAL,MT	5256.037 	7228.953 	: c	5807.844 	29000 	15134 	12230.93 	15406.3 	11937.7 	12279 	11465 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,TPW,CY,MT	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,TPW,EU,MT	3.543 	0.974 	: c	0.787 	3.163 	4.594 	9.89 	6.8 	4.62 	3.151 	4 	: 	: 	: 	: 	: 
LKT,FRE,TOTAL,TPW,MT,MT	3.543 	0.974 	0.394 	0.787 	3.163 	4.594 	9.89 	6.8 	4.62 	3.151 	4 	: 	: 	: 	: 	: 
