species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 
SLO,TOTAL,HCN,EUR,EU,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,HCN,EUR,HR,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,HCN,EUR,TOTAL,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,HCN,EUR_T,EU,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,HCN,EUR_T,HR,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,HCN,EUR_T,TOTAL,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,HCN,TPW,EU,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SLO,TOTAL,HCN,TPW,HR,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SLO,TOTAL,HCN,TPW,TOTAL,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SLO,TOTAL,TOTAL,EUR,EU,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,TOTAL,EUR,HR,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,TOTAL,EUR,TOTAL,HR	308813.0815 	291599.7406 	330438.3632 	370509.8016 	349367.3599 	488192.3775 	386791.2045 	522189.8373 
SLO,TOTAL,TOTAL,EUR_T,EU,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,TOTAL,EUR_T,HR,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,TOTAL,EUR_T,TOTAL,HR	46091.5047 	41593.112 	42086.1243 	40129.2552 	36914.5434 	39055.3902 	37846.4975 	35211.722 
SLO,TOTAL,TOTAL,TPW,EU,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SLO,TOTAL,TOTAL,TPW,HR,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SLO,TOTAL,TOTAL,TPW,TOTAL,HR	6.7 	7.0108 	7.8515 	9.2329 	9.4642 	12.5 	10.22 	14.83 
SMD,FRE,HCN,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,HCN,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,HCN,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,HCN,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,HCN,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,HCN,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,HCN,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE,HCN,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE,HCN,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE,TOTAL,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,TOTAL,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,TOTAL,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE,TOTAL,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,TOTAL,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,TOTAL,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE,TOTAL,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE,TOTAL,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE,TOTAL,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,HCN,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,HCN,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,HCN,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,HCN,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,HCN,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,HCN,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,HCN,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,HCN,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,HCN,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,TOTAL,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,TOTAL,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,TOTAL,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,FRE_WHL,TOTAL,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,TOTAL,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,FRE_WHL,TOTAL,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,TOTAL,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,FRE_WHL,TOTAL,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,HCN,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,HCN,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,HCN,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,HCN,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,HCN,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,HCN,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,HCN,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,HCN,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,HCN,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,TOTAL,EUR,EU,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,TOTAL,EUR,HR,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,TOTAL,EUR,TOTAL,HR	132101.7225 	138830.5802 	113058.6898 	54658.2911 	75904.3936 	75978.4335 	68446.7616 	81877.2546 
SMD,TOTAL,TOTAL,EUR_T,EU,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,TOTAL,EUR_T,HR,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,TOTAL,EUR_T,TOTAL,HR	5284.0689 	5045.1813 	5087.9827 	2837.6965 	4581.8113 	4707.4618 	3769.0948 	4633.6873 
SMD,TOTAL,TOTAL,TPW,EU,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,TOTAL,TPW,HR,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SMD,TOTAL,TOTAL,TPW,TOTAL,HR	25 	27.5175 	22.2207 	19.2615 	16.5665 	16.14 	18.16 	17.67 
SOL,FRE,HCN,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,HCN,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,HCN,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,HCN,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,HCN,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,HCN,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,HCN,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE,HCN,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE,HCN,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE,TOTAL,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,TOTAL,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,TOTAL,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE,TOTAL,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,TOTAL,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,TOTAL,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE,TOTAL,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE,TOTAL,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE,TOTAL,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,HCN,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,HCN,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,HCN,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,HCN,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,HCN,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,HCN,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,HCN,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,HCN,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,HCN,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,TOTAL,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,TOTAL,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,TOTAL,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,FRE_WHL,TOTAL,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,TOTAL,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,FRE_WHL,TOTAL,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,TOTAL,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,FRE_WHL,TOTAL,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,HCN,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,HCN,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,HCN,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,HCN,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,HCN,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,HCN,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,HCN,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,HCN,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,HCN,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,TOTAL,EUR,EU,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,TOTAL,EUR,HR,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,TOTAL,EUR,TOTAL,HR	1779724.7349 	1764847.7892 	1659736.0179 	2310475.9048 	1522982.5934 	1917708.7443 	1428764.6109 	2001280.6118 
SOL,TOTAL,TOTAL,EUR_T,EU,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,TOTAL,EUR_T,HR,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,TOTAL,EUR_T,TOTAL,HR	8243.2827 	7905.0511 	8736.9679 	8361.2908 	7863.7142 	7615.0925 	7556.8023 	6355.693 
SOL,TOTAL,TOTAL,TPW,EU,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,TOTAL,TPW,HR,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SOL,TOTAL,TOTAL,TPW,TOTAL,HR	215.9 	223.2557 	189.9671 	276.3301 	193.6722 	251.83 	189.07 	314.88 
SPC,FRE,HCN,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,HCN,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,HCN,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,HCN,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,HCN,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,HCN,EUR_T,TOTAL,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,HCN,TPW,EU,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE,HCN,TPW,HR,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE,HCN,TPW,TOTAL,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE,TOTAL,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,TOTAL,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,TOTAL,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE,TOTAL,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,TOTAL,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,TOTAL,EUR_T,TOTAL,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE,TOTAL,TPW,EU,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE,TOTAL,TPW,HR,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE,TOTAL,TPW,TOTAL,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,HCN,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,HCN,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,HCN,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,HCN,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,HCN,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,HCN,EUR_T,TOTAL,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,HCN,TPW,EU,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,HCN,TPW,HR,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,HCN,TPW,TOTAL,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,TOTAL,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,TOTAL,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,TOTAL,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,FRE_WHL,TOTAL,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,TOTAL,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,FRE_WHL,TOTAL,TPW,EU,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,TOTAL,TPW,HR,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,FRE_WHL,TOTAL,TPW,TOTAL,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,TOTAL,HCN,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,HCN,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,HCN,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,HCN,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,TOTAL,HCN,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,TOTAL,HCN,EUR_T,TOTAL,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,TOTAL,HCN,TPW,EU,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,TOTAL,HCN,TPW,HR,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,TOTAL,HCN,TPW,TOTAL,HR	85 	94.3457 	107.4124 	102.6962 	116.2389 	148.47 	175.59 	196.49 
SPC,TOTAL,TOTAL,EUR,EU,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,TOTAL,EUR,HR,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,TOTAL,EUR,TOTAL,HR	131179.718 	129748.8217 	148235.5414 	145665.4143 	160521.4661 	233565.4914 	218504.1082 	346809.2121 
SPC,TOTAL,TOTAL,EUR_T,EU,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
SPC,TOTAL,TOTAL,EUR_T,HR,HR	1543.2908 	1375.2495 	1380.0605 	1418.4115 	1380.9612 	1573.1494 	1244.3995 	1765.0222 
